지표연도,시도,시군구,CRE수
2020,경기,광주시,23
2020,경기,구리시,61
2020,경기,군포시,102
2020,경기,김포시,130
2020,경기,남양주시,122
2020,경기,동두천시,5
2020,경기,부천시 소사구,0
2020,경기,부천시 오정구,0
2020,경기,성남시 분당구,145
2020,경기,성남시 수정구,16
2020,경기,성남시 중원구,2
2020,경기,수원시 권선구,16
2020,경기,수원시 영통구,106
2020,경기,수원시 장안구,17
2020,경기,수원시 팔달구,159
2020,경기,시흥시,67
2020,경기,안산시 단원구,225
2020,경기,안산시 상록구,86
2020,경기,안성시,12
2020,경기,안양시 동안구,175
2020,경기,안양시 만안구,77
2020,경기,양주시,24
2020,경기,양평군,1
2020,경기,여주시,28
2020,경기,연천군,2
2020,경기,오산시,14
2020,경기,용인시 기흥구,65
2020,경기,용인시 수지구,7
2020,경기,용인시 처인구,18
2020,경기,의왕시,7
2020,경기,의정부시,346
2020,경기,이천시,3
2020,경기,파주시,20
2020,경기,평택시,84
2020,경기,포천시,19
2020,경기,하남시,4
2020,경기,화성시,92
2020,경기,부천시,498
2020,강원,강원,390
2020,강원,강릉시,48
2020,강원,고성군,0
2020,강원,동해시,4
2020,강원,삼척시,0
2020,강원,속초시,3
2020,강원,양구군,0
2020,강원,양양군,0
2020,강원,영월군,3
2020,강원,원주시,105
2020,강원,인제군,0
2020,강원,정선군,0
2020,강원,철원군,0
2020,강원,춘천시,225
2020,강원,태백시,1
2020,강원,평창군,0
2020,강원,홍천군,1
2020,강원,화천군,0
2020,강원,횡성군,0
2020,충북,충북,141
2020,충북,괴산군,30
2020,충북,단양군,0
2020,충북,보은군,1
2020,충북,영동군,2
2020,충북,옥천군,0
2020,충북,음성군,7
2020,충북,제천시,11
2020,충북,증평군,0
2020,충북,진천군,6
2020,충북,충주시,12
2020,충북,청주시 상당구,13
2020,충북,청주시 흥덕구,16
2020,충북,청주시 서원구,36
2020,충북,청주시 청원구,7
2020,충남,충남,304
2020,충남,계룡시,0
2020,충남,공주시,3
2020,충남,금산군,8
2020,충남,논산시,25
2020,충남,당진시,5
2020,충남,보령시,5
2020,충남,부여군,4
2020,충남,서산시,7
2020,충남,서천군,1
2020,충남,아산시,18
2020,충남,예산군,10
2020,충남,청양군,0
2020,충남,태안군,0
2020,충남,홍성군,18
2020,충남,천안시 동남구,132
2020,충남,천안시 서북구,68
2020,전북,전북,795
2020,전북,고창군,2
2020,전북,군산시,58
2020,전북,김제시,17
2020,전북,남원시,8
2020,전북,무주군,0
2020,전북,부안군,19
2020,전북,순창군,1
2020,전북,완주군,0
2020,전북,익산시,138
2020,전북,임실군,0
2020,전북,장수군,0
2020,전북,전주시 덕진구,289
2020,전북,전주시 완산구,234
2020,전북,정읍시,29
2020,전북,진안군,0
2020,전남,전남,363
2020,전남,강진군,0
2020,전남,고흥군,2
2020,전남,곡성군,2
2020,전남,광양시,1
2020,전남,구례군,1
2020,전남,나주시,3
2020,전남,담양군,0
2020,전남,목포시,196
2020,전남,무안군,17
2020,전남,보성군,2
2020,전남,순천시,49
2020,전남,신안군,0
2020,전남,여수시,38
2020,전남,영광군,10
2020,전남,영암군,0
2020,전남,완도군,0
2020,전남,장성군,1
2020,전남,장흥군,0
2020,전남,진도군,1
2020,전남,함평군,2
2020,전남,해남군,18
2020,전남,화순군,20
2020,경북,경북,611
2020,경북,경산시,33
2020,경북,경주시,53
2020,경북,고령군,4
2020,경북,구미시,72
2020,경북,김천시,40
2020,경북,문경시,28
2020,경북,봉화군,1
2020,경북,상주시,8
2020,경북,성주군,0
2020,경북,안동시,123
2020,경북,영덕군,1
2020,경북,영양군,0
2020,경북,영주시,7
2020,경북,영천시,2
2020,경북,예천군,0
2020,경북,울릉군,0
2020,경북,울진군,1
2020,경북,의성군,0
2020,경북,청도군,8
2020,경북,청송군,0
2020,경북,칠곡군,2
2020,경북,포항시 남구,196
2020,경북,포항시 북구,32
2020,경남,경남,1275
2020,경남,거제시,10
2020,경남,거창군,36
2020,경남,고성군,0
2020,경남,김해시,39
2020,경남,남해군,4
2020,경남,밀양시,10
2020,경남,사천시,51
2020,경남,산청군,0
2020,경남,양산시,201
2020,경남,의령군,0
2020,경남,진주시,480
2020,경남,창녕군,0
2020,경남,통영시,59
2020,경남,하동군,1
2020,경남,함안군,5
2020,경남,함양군,27
2020,경남,합천군,0
2020,경남,창원시 마산합포구,109
2020,경남,창원시 마산회원구,71
2020,경남,창원시 성산구,103
2020,경남,창원시 의창구,63
2020,경남,창원시 진해구,6
2020,제주,제주,170
2020,제주,서귀포시,24
2020,제주,제주시,146
2020,세종,세종,5
2020,세종,세종시,5
