지표연도,시도,시군구,CRE수
2019,경기,군포시,110
2019,경기,김포시,66
2019,경기,남양주시,64
2019,경기,동두천시,4
2019,경기,부천시 소사구,0
2019,경기,부천시 오정구,0
2019,경기,성남시 분당구,113
2019,경기,성남시 수정구,5
2019,경기,성남시 중원구,4
2019,경기,수원시 권선구,10
2019,경기,수원시 영통구,69
2019,경기,수원시 장안구,28
2019,경기,수원시 팔달구,105
2019,경기,시흥시,39
2019,경기,안산시 단원구,131
2019,경기,안산시 상록구,40
2019,경기,안성시,25
2019,경기,안양시 동안구,242
2019,경기,안양시 만안구,72
2019,경기,양주시,18
2019,경기,양평군,3
2019,경기,여주시,27
2019,경기,연천군,0
2019,경기,오산시,6
2019,경기,용인시 기흥구,39
2019,경기,용인시 수지구,12
2019,경기,용인시 처인구,8
2019,경기,의왕시,4
2019,경기,의정부시,280
2019,경기,이천시,1
2019,경기,파주시,11
2019,경기,평택시,80
2019,경기,포천시,7
2019,경기,하남시,1
2019,경기,화성시,108
2019,경기,부천시,298
2019,강원,강원,372
2019,강원,강릉시,44
2019,강원,고성군,0
2019,강원,동해시,2
2019,강원,삼척시,0
2019,강원,속초시,9
2019,강원,양구군,0
2019,강원,양양군,0
2019,강원,영월군,0
2019,강원,원주시,127
2019,강원,인제군,0
2019,강원,정선군,0
2019,강원,철원군,0
2019,강원,춘천시,184
2019,강원,태백시,2
2019,강원,평창군,0
2019,강원,홍천군,2
2019,강원,화천군,0
2019,강원,횡성군,2
2019,충북,충북,109
2019,충북,괴산군,17
2019,충북,단양군,0
2019,충북,보은군,0
2019,충북,영동군,10
2019,충북,옥천군,3
2019,충북,음성군,7
2019,충북,제천시,10
2019,충북,증평군,0
2019,충북,진천군,1
2019,충북,충주시,3
2019,충북,청주시 상당구,4
2019,충북,청주시 흥덕구,3
2019,충북,청주시 서원구,38
2019,충북,청주시 청원구,13
2019,충남,충남,236
2019,충남,계룡시,1
2019,충남,공주시,2
2019,충남,금산군,1
2019,충남,논산시,7
2019,충남,당진시,2
2019,충남,보령시,1
2019,충남,부여군,3
2019,충남,서산시,7
2019,충남,서천군,2
2019,충남,아산시,9
2019,충남,예산군,1
2019,충남,청양군,0
2019,충남,태안군,0
2019,충남,홍성군,26
2019,충남,천안시 동남구,128
2019,충남,천안시 서북구,46
2019,전북,전북,391
2019,전북,고창군,1
2019,전북,군산시,33
2019,전북,김제시,14
2019,전북,남원시,2
2019,전북,무주군,0
2019,전북,부안군,2
2019,전북,순창군,0
2019,전북,완주군,1
2019,전북,익산시,78
2019,전북,임실군,1
2019,전북,장수군,0
2019,전북,전주시 덕진구,141
2019,전북,전주시 완산구,112
2019,전북,정읍시,5
2019,전북,진안군,1
2019,전남,전남,347
2019,전남,강진군,1
2019,전남,고흥군,2
2019,전남,곡성군,1
2019,전남,광양시,2
2019,전남,구례군,0
2019,전남,나주시,9
2019,전남,담양군,0
2019,전남,목포시,222
2019,전남,무안군,12
2019,전남,보성군,2
2019,전남,순천시,46
2019,전남,신안군,0
2019,전남,여수시,19
2019,전남,영광군,13
2019,전남,영암군,0
2019,전남,완도군,0
2019,전남,장성군,0
2019,전남,장흥군,0
2019,전남,진도군,0
2019,전남,함평군,1
2019,전남,해남군,3
2019,전남,화순군,14
2019,경북,경북,476
2019,경북,경산시,15
2019,경북,경주시,28
2019,경북,고령군,2
2019,경북,구미시,77
2019,경북,김천시,25
2019,경북,문경시,43
2019,경북,봉화군,1
2019,경북,상주시,5
2019,경북,성주군,0
2019,경북,안동시,30
2019,경북,영덕군,5
2019,경북,영양군,0
2019,경북,영주시,3
2019,경북,영천시,6
2019,경북,예천군,0
2019,경북,울릉군,0
2019,경북,울진군,0
2019,경북,의성군,0
2019,경북,청도군,28
2019,경북,청송군,0
2019,경북,칠곡군,3
2019,경북,포항시 남구,172
2019,경북,포항시 북구,33
2019,경남,경남,1296
2019,경남,거제시,13
2019,경남,거창군,41
2019,경남,고성군,4
2019,경남,김해시,27
2019,경남,남해군,1
2019,경남,밀양시,14
2019,경남,사천시,70
2019,경남,산청군,0
2019,경남,양산시,260
2019,경남,의령군,0
2019,경남,진주시,380
2019,경남,창녕군,3
2019,경남,통영시,65
2019,경남,하동군,1
2019,경남,함안군,0
2019,경남,함양군,21
2019,경남,합천군,0
2019,경남,창원시 마산합포구,119
2019,경남,창원시 마산회원구,73
2019,경남,창원시 성산구,124
2019,경남,창원시 의창구,75
2019,경남,창원시 진해구,5
2019,제주,제주,141
2019,제주,서귀포시,31
2019,제주,제주시,110
2019,세종,세종,1
2019,세종,세종시,1
