index,瘤钎楷档,矫档,矫焙备,瘤钎疙,盒葛,盒磊,亲积力 贸规伏,CRE荐,惑鞭辆钦捍盔,辆钦捍盔,捍盔,夸剧捍盔,狼盔,摹苞捍盔,摹苞狼盔,炼魂盔,茄规捍盔,茄狼盔,焊扒狼丰盔,焊扒家,焊扒瘤家,焊扒柳丰家,距惫
2510,2018,版扁,荐盔矫 迫崔备,亲积力贸规伏,5206557,817090,15.69,140,210.09204977887484,2353.0309575233982,11429.007507970791,13655.983235626863,279422.4262059035,1470.644348452124,167485.382083719,336.1472796461997,2016.8836778771984,125929.17463745757,42.01840995577496,1890.8284480098735,5252.301244471871,6764.964002879769,198831.11591072715
2511,2018,版扁,荐盔矫 康烹备,亲积力贸规伏,5763395,991299,17.2,37,254.88506633755014,2854.7127429805614,13865.747608762727,16567.529311940758,338997.13822894165,1784.195464362851,203194.37488429496,407.8161061400802,2446.8966368404813,152778.10876272756,50.977013267510024,2293.9655970379513,6372.126658438753,8207.299136069114,241223.22678185746
2512,2018,版扁,己巢矫 荐沥备,亲积力贸规伏,3404032,687046,20.18,5,176.65483904144813,1978.5341972642188,9610.023243854777,11482.564537694127,234950.935925126,1236.5838732901368,140829.23768384242,282.64774246631697,1695.886454797902,105886.910521444,35.33096780828962,1589.893551373033,4416.370976036203,5688.285817134629,167186.13966882648
2513,2018,版扁,己巢矫 吝盔备,亲积力贸规伏,2914416,597404,20.5,3,153.6058829579348,1720.3858891288696,8356.160032911654,9984.382392265761,204295.82433405326,1075.2411807055437,122454.60989406561,245.76941273269566,1474.616476396174,92071.36624498611,30.721176591586957,1382.4529466214133,3840.14707394837,4946.1094312455,145372.6076313895
2514,2018,版扁,己巢矫 盒寸备,亲积力贸规伏,10777269,1449067,13.45,134,372.58742157770234,4172.979121670266,20268.75573382701,24218.18240255065,495541.2706983441,2608.1119510439166,297026.69248174434,596.1398745243238,3576.8392471459424,223328.9004936748,74.51748431554047,3353.2867941993213,9314.685539442558,11997.314974802015,352616.7357811375
2515,2018,版扁,狼沥何矫,亲积力贸规伏,6930097,1375353,19.85,150,353.63390928725704,3960.6997840172785,19237.68466522678,22986.204103671706,470333.0993520518,2475.437365010799,281916.9524838013,565.8142548596112,3394.8855291576674,211968.16522678186,70.7267818574514,3182.705183585313,8840.847732181424,11387.011879049676,334679.13174946007
2516,2018,版扁,救剧矫 父救备,亲积力贸规伏,3047808,577629,18.95,59,148.5212897253934,1663.438444924406,8079.558161061401,9653.88383215057,197533.31533477321,1039.6490280777539,118401.17216908361,237.63406356062941,1425.8043813637767,89023.66106140081,29.704257945078677,1336.6916075285405,3713.032243134835,4782.385529157667,140560.54859611232
2517,2018,版扁,救剧矫 悼救备,亲积力贸规伏,5665503,1070206,18.89,240,275.1738146662553,3081.946724262059,14969.455517844286,17886.29795330659,365981.17350611946,1926.216702663787,219368.5650519387,440.2781034660084,2641.6686207960506,164939.1845109534,55.03476293325105,2476.5643319962974,6879.345366656382,8860.596832253419,260424.49820014398
2518,2018,版扁,何玫矫,亲积力贸规伏,13051933,2563971,19.64,136,659.2540882443691,7383.645788336933,35863.42240049368,42851.515735883986,876807.9373650107,4614.778617710584,525557.359148411,1054.8065411909904,6328.839247145943,395156.9004936748,131.8508176488738,5933.286794199322,16481.352206109226,21227.981641468683,623918.0691144709
2519,2018,版扁,堡疙矫,亲积力贸规伏,4669854,1084233,23.22,43,278.78046899105215,3122.341252699784,15165.657513113236,18120.73048441839,370778.0237580993,1951.463282937365,222243.78987966676,446.0487503856834,2676.2925023141006,167101.01311323667,55.75609379821042,2509.0242209194694,6969.511724776304,8976.73110151188,263837.8358531317
2520,2018,版扁,乞琶矫,亲积力贸规伏,6915801,1283569,18.56,41,330.03419726421885,3696.383009359251,17953.860331173506,21452.222822174226,438945.48236141104,2310.239380849532,263103.26205903525,528.0547156227501,3168.328293736501,197822.4978401728,66.00683945284376,2970.30777537797,8250.85493160547,10627.101151907847,312344.36429085676
2521,2018,版扁,悼滴玫矫,亲积力贸规伏,1394435,339106,24.32,8,87.19171037745552,976.5471562275018,4743.22904453358,5667.461174534608,115964.97480201583,610.3419726421887,69509.23151290754,139.50673660392883,837.0404196235729,52262.71120024684,17.438342075491104,784.7253933970997,2179.7927594363878,2807.5730741540674,82518.2347012239
2522,2018,版扁,救魂矫 惑废备,亲积力贸规伏,3483708,773114,22.19,7,198.78484006993727,2226.390208783297,10813.895299804588,12921.01460454592,264383.83729301655,1391.4938804895608,158471.274503754,318.0557441118996,1908.3344646713977,119151.6331379204,39.75696801398745,1789.0635606294354,4969.621001748431,6400.87185025198,188129.97264218863
2523,2018,版扁,救魂矫 窜盔备,亲积力贸规伏,5961752,1237773,20.76,56,318.25902499228636,3564.5010799136066,17313.290959580376,20686.83662449861,423284.5032397408,2227.8131749460044,253716.09472385066,509.2144399876581,3055.2866399259487,190764.45958037642,63.651804998457266,2864.3312249305773,7956.475624807158,10247.940604751619,301200.3412526998
2524,2018,版扁,绊剧矫 傣剧备,亲积力贸规伏,5200025,1097124,21.1,79,282.0950323974082,3159.4643628509716,15345.969762419007,18336.17710583153,375186.39308855287,1974.6652267818574,224886.15982721382,451.3520518358531,2708.112311015119,169087.7624190065,56.41900647948164,2538.855291576674,7052.375809935204,9083.460043196545,266974.73866090714
2525,2018,版扁,绊剧矫 老魂悼备,亲积力贸规伏,5326868,799138,15.0,116,205.47619047619048,2301.333333333333,11177.904761904761,13355.95238095238,273283.3333333333,1438.3333333333333,163805.61904761905,328.76190476190476,1972.5714285714284,123162.42857142858,41.095238095238095,1849.2857142857142,5136.9047619047615,6616.333333333333,194462.66666666666
2526,2018,版扁,绊剧矫 老魂辑备,亲积力贸规伏,4256247,752760,17.69,44,193.5513730330145,2167.7753779697623,10529.194692995989,12580.839247145941,257423.32613390926,1354.8596112311016,154299.15458191917,309.6821968528232,1858.0931811169391,116014.6929959889,38.7102746066029,1741.9623572971304,4838.784325825362,6232.354211663067,183177.01943844493
2527,2018,版扁,苞玫矫,亲积力贸规伏,587794,106730,18.16,0,27.44266172991875,307.35781137508997,1492.88079810758,1783.7730124447187,36498.74010079193,192.09863210943124,21877.289931091225,43.908258767869995,263.44955260721997,16449.131440913297,5.488532345983749,246.98395556926874,686.0665432479688,883.6537077033837,25971.735061195104
2528,2018,版扁,备府矫,亲积力贸规伏,3553397,753334,21.2,47,193.69896122595907,2169.4283657307415,10537.223490692173,12590.432479687339,257619.61843052553,1355.8927285817135,154416.81188933455,309.91833796153446,1859.510027769207,116103.15735883988,38.73979224519181,1743.2906510336315,4842.474030648977,6237.106551475882,183316.69690424766
2529,2018,版扁,巢剧林矫,亲积力贸规伏,7201226,1748345,24.28,56,449.53846549418904,5034.830813534917,24454.892522883885,29220.000257122287,597886.1591072713,3146.7692584593233,358372.0646919675,719.2615447907024,4315.569268744214,269453.35621721693,89.9076930988378,4045.8461894477014,11238.461637354725,14475.138588912887,425443.2037437005
2530,2018,版扁,坷魂矫,亲积力贸规伏,2872458,807350,28.11,15,207.5876786999897,2324.9820014398847,11292.769721279441,13493.19911549933,276091.61267098633,1453.113750899928,165488.8974596318,332.1402859199835,1992.8417155199013,124428.05461277383,41.51753573999794,1868.2891082999074,5189.6919674997425,6684.323254139668,196460.97912167027
2531,2018,版扁,矫蕊矫,亲积力贸规伏,5174768,1423213,27.5,12,365.9397819603003,4098.525557955363,19907.124138640338,23786.08582741952,486699.9100071994,2561.5784737221024,291727.1941787514,585.5036511364805,3513.021906818883,219344.30530700402,73.18795639206006,3293.458037642703,9148.494549007508,11783.26097912167,346325.4096472282
2532,2018,版扁,焙器矫,亲积力贸规伏,3500666,784195,22.4,55,201.63401213617198,2258.300935925126,10968.890260207754,13106.210788851176,268173.2361411087,1411.4380849532038,160742.63447495628,322.6144194178751,1935.6865165072509,120859.42687442148,40.32680242723439,1814.7061092255476,5040.850303404299,6492.615190784737,190826.42908567315
2533,2018,版扁,狼空矫,亲积力贸规伏,1343742,284298,21.16,2,73.09935205183585,818.7127429805615,3976.6047516198705,4751.45788336933,97222.13822894168,511.695464362851,58274.803455723544,116.95896328293736,701.7537796976242,43815.75161987041,14.61987041036717,657.8941684665227,1827.4838012958962,2353.7991360691144,69181.22678185745
2534,2018,版扁,窍巢矫,亲积力贸规伏,2519344,677086,26.88,1,174.09390105934384,1949.8516918646508,9470.708217628304,11316.103568857348,231544.88840892728,1218.6573074154069,138787.65792450888,278.5502416949501,1671.3014501697007,104351.88429497069,34.81878021186876,1566.8451095340945,4352.347526483595,5605.823614110871,164762.46796256298
2535,2018,版扁,侩牢矫 贸牢备,亲积力贸规伏,2670208,628510,23.54,11,161.60392882855086,1809.9640028797696,8791.253728273166,10504.255373855805,214933.22534197263,1131.227501799856,128830.65206212075,258.56628612568136,1551.3977167540882,96865.3949398334,32.32078576571017,1454.4353594569577,4040.0982207137713,5203.6465082793375,152941.95824334054
2536,2018,版扁,侩牢矫 扁蕊备,亲积力贸规伏,4027017,925971,22.99,18,238.08778154890467,2666.583153347732,12951.975316260414,15475.705800678801,316656.74946004315,1666.6144708423326,189803.57945078678,380.94045047824744,2285.6427028694848,142709.81626041347,47.61755630978093,2142.790033940142,5952.194538722616,7666.42656587473,225326.27645788336
2537,2018,版扁,侩牢矫 荐瘤备,亲积力贸规伏,3483734,729327,20.94,1,187.52622647331071,2100.29373650108,10201.426720148102,12189.204720765196,249409.88120950322,1312.683585313175,149495.90774452328,300.0419623572971,1800.2517741437828,112403.22014810244,37.50524529466214,1687.7360382597965,4688.155661832768,6038.344492440605,177474.82073434125
2538,2018,版扁,颇林矫,亲积力贸规伏,5043820,1207042,23.93,6,310.3573999794302,3476.002879769618,16883.442558881005,20173.230998662963,412775.34197264217,2172.5017998560115,247416.91926360177,496.5718399670883,2979.43103980253,186028.22554767047,62.07147999588604,2793.216599814872,7758.934999485755,9993.508279337653,293722.24334053276
2539,2018,版扁,捞玫矫,亲积力贸规伏,3059348,685929,22.42,5,176.36763344646715,1975.317494600432,9594.399259487813,11463.896174020363,234568.9524838013,1234.57343412527,140600.27738352361,282.1882135143474,1693.1292810860846,105714.75948781241,35.273526689293426,1587.3087010182044,4409.190836161678,5679.037796976241,166914.3282937365
2540,2018,版扁,救己矫,亲积力贸规伏,2241027,468893,20.92,10,120.56284068703076,1350.3038156947443,6558.6185333744725,7836.5846446569985,160348.57811375087,843.9398848092153,96112.69659570091,192.9005450992492,1157.4032705954953,72265.36670780624,24.11256813740615,1085.0655661832768,3014.0710171757687,3882.12347012239,114100.6724262059
2541,2018,版扁,辫器矫,亲积力贸规伏,5200252,1485431,28.56,100,381.93741643525664,4277.699064074874,20777.39545407796,24825.932068291677,507976.76385889127,2673.5619150467965,304480.5083821866,611.0998662964105,3666.5991977784633,228933.2874112928,76.38748328705131,3437.4367479173097,9548.435410881415,12298.384809215262,361465.5709143269
2542,2018,版扁,拳己矫,亲积力贸规伏,8451030,2201929,26.06,72,566.1650210840276,6341.048236141109,30799.3771469711,36800.72637046179,752999.4780417567,3963.155147588193,451346.7548081868,905.8640337344441,5435.184202406665,339359.3136377661,113.23300421680551,5095.4851897562485,14154.125527100688,18230.513678905685,535818.5759539236
2543,2018,版扁,堡林矫,亲积力贸规伏,3274799,834802,25.49,23,214.64619973259283,2404.0374370050395,11676.75326545305,13952.002982618533,285479.44564434845,1502.52339812815,171115.950426823,343.4339195721485,2060.603517432891,128658.93211971615,42.929239946518564,1931.8157975933354,5366.15499331482,6911.607631389488,203141.16342692584
2544,2018,版扁,剧林矫,亲积力贸规伏,2073013,512755,24.73,3,131.8407384552093,1476.6162706983441,7172.136171963386,8569.647999588604,175348.18214542835,922.8851691864651,105103.43669649285,210.94518152833487,1265.6710891700093,79025.33863005246,26.36814769104186,1186.5666460968837,3296.018461380232,4245.271778257739,124774.07487401008
2545,2018,版扁,器玫矫,亲积力贸规伏,1854377,412772,22.26,4,106.13288079810758,1188.6882649388049,5773.628715417052,6898.637251876992,141156.73146148308,742.9301655867531,84609.13257225136,169.81260927697213,1018.8756556618328,63616.048750385686,21.226576159621516,955.1959271829683,2653.3220199526895,3417.478761699064,100444.15838732901
2546,2018,版扁,咯林矫,亲积力贸规伏,1363591,230785,16.92,15,59.33996708834722,664.6076313894888,3228.0942096060885,3857.097860742569,78922.1562275018,415.37976961843054,47305.821762830405,94.94394734135554,569.6636840481333,35568.376272755326,11.867993417669442,534.059703795125,1483.4991772086803,1910.7469402447803,56159.34485241181
2547,2018,版扁,楷玫焙,亲积力贸规伏,409800,52790,12.88,1,13.573485549727451,152.02303815694745,738.3976139051733,882.2765607322842,18052.735781137508,95.01439884809216,10820.782680242723,21.717576879563918,130.30546127738353,8135.947238506634,2.7146971099454897,122.16136994754706,339.33713874318624,437.0662347012239,12845.94672426206
2548,2018,版扁,啊乞焙,亲积力贸规伏,678296,105079,15.49,1,27.01815283348761,302.6033117350612,1469.7875141417258,1756.1799341766944,35934.143268538515,189.12706983441325,21538.87143885632,43.229044533580165,259.374267201481,16194.680808392472,5.403630566697521,243.16337550138846,675.4538208371902,869.9845212383009,25569.979841612672
2549,2018,版扁,剧乞焙,亲积力贸规伏,1284457,203227,15.82,3,52.254191093283964,585.2469402447804,2842.627995474648,3396.5224210634574,69498.07415406767,365.77933765298775,41657.041139565976,83.60670574925435,501.64023449552604,31321.16214131441,10.450838218656793,470.2877198395557,1306.354777332099,1682.5849532037437,49453.36645068394
2550,2018,碍盔,碍盔,亲积力贸规伏,21697173,3919626,18.07,361,1588.8228617754357,22243.5200648561,73085.85164167004,49253.50871503851,1178906.5634373734,6355.291447101743,610107.9789217673,1588.8228617754357,4766.468585326307,556088.0016214026,3177.6457235508715,25421.165788406972,157293.46331576814,204958.1491690312,1024790.745845156
2551,2018,碍盔,冕玫矫,亲积力贸规伏,4439016,710320,16.0,183,287.92865828942035,4031.001216051885,13244.718281313335,8925.788406972031,213643.06445074992,1151.7146331576814,110564.60478313742,287.92865828942035,863.7859748682611,100775.03040129713,575.8573165788407,4606.858532630726,28504.937170652618,37142.796919335226,185713.98459667613
2552,2018,碍盔,盔林矫,亲积力贸规伏,5233398,1116538,21.33,101,452.5893798135387,6336.251317389542,20819.11147142278,14030.2707742197,335821.31982164574,1810.3575192541548,173794.3218483989,452.5893798135387,1357.7681394406163,158406.28293473856,905.1787596270774,7241.430077016619,44806.34860154033,58384.02999594649,291920.14997973246
2553,2018,碍盔,碍釜矫,亲积力贸规伏,3376177,448653,13.29,48,181.86177543575192,2546.064856100527,8365.641670044588,5637.71503850831,134941.43737332794,727.4471017430077,69834.92176732875,181.86177543575192,545.5853263072559,63651.62140251318,363.72355087150385,2909.7884069720308,18004.31576813944,23460.169031211997,117300.84515606
2554,2018,碍盔,悼秦矫,亲积力贸规伏,1455242,329342,22.63,3,133.49898662342926,1868.9858127280097,6140.953384677746,4138.468585326307,99056.24807458452,533.995946493717,51263.61086339684,133.49898662342926,400.4969598702878,46724.645318200244,266.9979732468585,2135.983785974868,13216.399675719498,17221.369274422374,86106.84637211188
2555,2018,碍盔,怕归矫,亲积力贸规伏,680582,141586,20.8,0,57.391974057559786,803.487636805837,2640.03080664775,1779.1511957843536,42584.844750709366,229.56789623023914,22038.51803810296,57.391974057559786,172.17592217267938,20087.190920145928,114.78394811511957,918.2715849209566,5681.80543169842,7403.564653425213,37017.82326712606
2556,2018,碍盔,加檬矫,亲积力贸规伏,1462833,289134,19.77,12,117.20064856100527,1640.8090798540738,5391.229833806242,3633.2201053911635,86962.88123226592,468.80259424402107,45005.04904742603,117.20064856100527,351.60194568301586,41020.22699635185,234.40129712201053,1875.2103769760843,11602.864207539522,15118.88366436968,75594.4183218484
2557,2018,碍盔,伙么矫,亲积力贸规伏,905183,150989,16.68,0,61.20348601540332,856.8488042156465,2815.360356708553,1897.3080664775032,45412.98662342927,244.81394406161328,23502.13862991488,61.20348601540332,183.61045804621,21421.220105391163,122.40697203080664,979.2557762464531,6059.14511552493,7895.249695987029,39476.248479935144
2558,2018,碍盔,全玫焙,亲积力贸规伏,908860,160408,17.65,2,65.02148358329956,910.3007701661937,2990.9882448317794,2015.6659910822862,48245.940818808274,260.0859343331982,24968.24969598703,65.02148358329956,195.06445074989867,22757.519254154846,130.0429671665991,1040.343737332793,6437.1268747466565,8387.771382245643,41938.85691122821
2559,2018,碍盔,染己焙,亲积力贸规伏,469873,66195,14.09,5,26.8321848398865,375.650587758411,1234.280502634779,831.7977300364815,19909.481151195785,107.328739359546,10303.558978516417,26.8321848398865,80.49655451965951,9391.264693960276,53.664369679773,429.314957438184,2656.386299148764,3461.3518443453586,17306.759221726792
2560,2018,碍盔,康岿焙,亲积力贸规伏,456436,90766,19.89,4,36.792055127685444,515.0887717875963,1692.4345358735304,1140.553708958249,27299.704904742604,147.16822051074178,14128.149169031212,36.792055127685444,110.37616538305635,12877.219294689907,73.58411025537089,588.6728820429671,3642.4134576408596,4746.1751114714225,23730.875557357114
2561,2018,碍盔,乞芒焙,亲积力贸规伏,371471,55155,14.85,0,22.35711390352655,312.9995946493717,1028.4272395622213,693.0705310093231,16588.9785164167,89.4284556141062,8585.131738954196,22.35711390352655,67.07134171057966,7824.989866234293,44.7142278070531,357.7138224564248,2213.3542764491285,2884.067693554925,14420.338467774625
2562,2018,碍盔,沥急焙,亲积力贸规伏,322815,46781,14.49,0,18.962707742197,265.477908390758,872.284556141062,587.843940008107,14070.329144710175,75.850830968788,7281.679773003649,18.962707742197,56.888123226591006,6636.9477097689505,37.925415484394,303.403323875152,1877.3080664775032,2446.189298743413,12230.946493717065
2563,2018,碍盔,枚盔焙,亲积力贸规伏,496118,104185,21.0,3,42.23145520875557,591.240372922578,1942.6469396027562,1309.1751114714227,31335.73976489664,168.92582083502228,16216.878800162141,42.23145520875557,126.69436562626673,14781.00932306445,84.46291041751114,675.7032833400891,4180.914065666802,5447.857721929468,27239.288609647345
2564,2018,碍盔,拳玫焙,亲积力贸规伏,204605,40999,20.04,0,16.618970409404135,232.6655857316579,764.4726388325902,515.1880826915282,12331.276043777869,66.47588163761654,6381.684637211188,16.618970409404135,49.856911228212404,5816.639643291447,33.23794081880827,265.90352655046615,1645.2780705310095,2143.8471828131333,10719.235914065666
2565,2018,碍盔,剧备焙,亲积力贸规伏,215842,48448,22.45,0,19.638427239562223,274.9379813538711,903.3676530198621,608.7912444264289,14571.71301175517,78.55370895824889,7541.156059991894,19.638427239562223,58.91528171868667,6873.449533846778,39.276854479124445,314.21483583299556,1944.20429671666,2533.357113903526,12666.785569517633
2566,2018,碍盔,牢力焙,亲积力贸规伏,296596,64738,21.83,0,26.24158897446291,367.38224564248077,1207.1130928252937,813.4892582083503,19471.259019051482,104.96635589785164,10076.770166193759,26.24158897446291,78.72476692338874,9184.55614106202,52.48317794892582,419.86542359140657,2597.917308471828,3385.164977705715,16925.824888528576
2567,2018,碍盔,绊己焙,亲积力贸规伏,215701,34098,15.81,0,13.821645723550871,193.50304012971222,635.79570328334,428.47101743007704,10255.661126874747,55.286582894203484,5307.511957843535,13.821645723550871,41.46493717065262,4837.576003242805,27.643291447101742,221.14633157681394,1368.3429266315363,1782.9922983380623,8914.961491690312
2568,2018,碍盔,剧剧焙,亲积力贸规伏,186425,21291,11.42,0,8.630320226996352,120.82448317794893,396.9947304418322,267.5399270368869,6403.697608431294,34.52128090798541,3314.0429671665993,8.630320226996352,25.890960680989057,3020.6120794487233,17.260640453992703,138.08512363194163,854.4017024726389,1113.3113092825292,5566.556546412647
2569,2018,面合,面合,亲积力贸规伏,24996646,5241781,20.97,94,1955.158895934353,21506.74785527788,76251.19694143976,93847.62700484894,1673616.014919806,5865.476687803059,809435.782916822,1955.158895934353,13686.11227154047,758601.6516225289,0.0,27372.22454308094,183784.93621782918,308915.10555762774,1264987.8056695263
2570,2018,面合,没林矫 惑寸备,亲积力贸规伏,2938949,553989,18.85,12,206.63521074226037,2272.9873181648636,8058.773218948154,9918.490115628496,176879.74039537486,619.905632226781,85546.97724729578,206.63521074226037,1446.4464751958226,80174.46176799701,0.0,2892.892950391645,19423.709809772474,32648.363297277137,133692.98135024245
2571,2018,面合,没林矫 辑盔备,亲积力贸规伏,3459643,729546,21.09,26,272.1171204774338,2993.2883252517713,10612.567698619918,13061.621782916822,232932.25512868332,816.3513614323014,112656.4878776576,272.1171204774338,1904.8198433420366,105581.44274524432,0.0,3809.6396866840732,25579.009324878778,42994.505035434544,176059.77694889967
2572,2018,面合,没林矫 蕊傣备,亲积力贸规伏,3683357,979623,26.6,6,365.3946288698247,4019.3409175680713,14250.390525923163,17538.942185751584,312777.8023125699,1096.183886609474,151273.3763521074,365.3946288698247,2557.762402088773,141773.116001492,0.0,5115.524804177546,34347.09511376352,57732.3513614323,236410.3248787766
2573,2018,面合,没林矫 没盔备,亲积力贸规伏,3312263,853464,25.77,8,318.33793360686315,3501.7172696754938,12415.17941066766,15280.220813129428,272497.2711674748,955.0138008205893,131791.90451324132,318.33793360686315,2228.365535248042,123515.11823946288,0.0,4456.731070496084,29923.765759045134,50297.39350988437,205964.64304364045
2574,2018,面合,面林矫,亲积力贸规伏,3518699,701153,19.93,7,261.52666915330104,2876.7933606863107,10199.540096978739,12553.280119358447,223866.82879522565,784.580007459903,108272.0410294666,261.52666915330104,1830.686684073107,101472.34763148079,0.0,3661.373368146214,24583.506900410295,41321.21372622156,169207.75494218577
2575,2018,面合,力玫矫,亲积力贸规伏,2291309,407518,17.79,8,152.00223797090638,1672.02461767997,5928.0872808653485,7296.107422603506,130113.91570309586,456.00671391271914,62928.92651995524,152.00223797090638,1064.0156657963446,58976.868332711674,0.0,2128.031331592689,14288.2103692652,24016.35359940321,98345.44796717643
2576,2018,面合,焊篮焙,亲积力贸规伏,525662,67835,12.9,0,25.302126072361062,278.32338679597166,986.7829168220813,1214.5020514733308,21658.619917941065,75.90637821708317,10475.080193957478,25.302126072361062,177.1148825065274,9817.224916076091,0.0,354.2297650130548,2378.3998508019395,3997.7359194330475,16370.475568817606
2577,2018,面合,苛玫焙,亲积力贸规伏,922597,136011,14.74,2,50.731443491234614,558.0458784035807,1978.52629615815,2435.1092875792615,43426.11562849683,152.19433047370384,21002.81760537113,50.731443491234614,355.12010443864233,19683.800074599032,0.0,710.2402088772847,4768.755688176054,8015.568071615069,32823.2439388288
2578,2018,面合,康悼焙,亲积力贸规伏,811011,136945,16.89,1,51.079820962327496,561.8780305856023,1992.1130175307721,2451.8314061917195,43724.32674375233,153.23946288698247,21147.04587840358,51.079820962327496,357.55874673629245,19818.970533383068,0.0,715.1174934725849,4801.503170458785,8070.611712047744,33048.64416262589
2579,2018,面合,刘乞焙,亲积力贸规伏,567253,121760,21.46,0,45.41588959343529,499.5747855277881,1771.219694143976,2179.9627004848935,38876.001491980605,136.24766878030584,18802.17829168221,45.41588959343529,317.911227154047,17621.365162252892,0.0,635.822454308094,4269.093621782917,7175.710555762776,29384.08056695263
2580,2018,面合,柳玫焙,亲积力贸规伏,992285,249093,25.1,1,92.91048116374488,1022.0152928011935,3623.50876538605,4459.703095859753,79531.3718761656,278.7314434912346,38464.939201790374,92.91048116374488,650.3733681462141,36049.26669153301,0.0,1300.7467362924283,8733.585229392018,14679.856023871691,60113.08131294294
2581,2018,面合,鲍魂焙,亲积力贸规伏,403131,50921,12.63,18,18.993286087280865,208.9261469600895,740.7381574039538,911.6777321894815,16258.25289071242,56.979858261842594,7863.220440134278,18.993286087280865,132.95300261096605,7369.395001864976,0.0,265.9060052219321,1785.3688922044014,3000.939201790377,12288.656098470721
2582,2018,面合,澜己焙,亲积力贸规伏,1307978,227517,17.39,5,84.86273778440881,933.4901156284967,3309.646773591943,4073.4114136516223,72642.50354345393,254.5882133532264,35133.17344274525,84.86273778440881,594.0391644908616,32926.74226035061,0.0,1188.0783289817232,7977.097351734428,13408.312569936592,54906.191346512496
2583,2018,面合,窜剧焙,亲积力贸规伏,262509,26406,10.06,0,9.849309958970533,108.34240954867586,384.1230883998508,472.7668780305856,8431.009324878776,29.5479298769116,4077.6143230138005,9.849309958970533,68.94516971279373,3821.532264080567,0.0,137.89033942558746,925.8351361432302,1556.1909735173444,6372.503543453935
2584,2018,面巢,面巢,亲积力贸规伏,32468865,6292608,19.38,230,3513.460636515913,19324.033500837522,79052.86432160804,158105.72864321608,1860377.4070351757,19324.033500837522,938093.9899497487,0.0,10540.38190954774,918769.9564489112,3513.460636515913,24594.22445561139,263509.5477386935,411074.89447236183,1582814.0167504186
2585,2018,面巢,玫救矫 悼巢备,亲积力贸规伏,4156536,742730,17.87,106,414.70128419877165,2280.857063093244,9330.778894472362,18661.557788944723,219584.32998324957,2280.857063093244,110725.24288107203,0.0,1244.103852596315,108444.38581797878,414.70128419877165,2902.9089893914015,31102.596314907874,48520.05025125629,186822.9285315466
2586,2018,面巢,玫救矫 辑合备,亲积力贸规伏,5741311,1469131,25.59,58,820.28531546622,4511.56923506421,18456.419597989952,36912.839195979905,434341.07453936344,4511.56923506421,219016.17922948074,0.0,2460.85594639866,214504.60999441653,820.28531546622,5741.99720826354,61521.3986599665,95973.38190954775,369538.5346175321
2587,2018,面巢,傍林矫,亲积力贸规伏,1663112,287587,17.29,3,160.57342266890006,883.1538246789503,3612.9020100502516,7225.804020100503,85023.62730318257,883.1538246789503,42873.103852596316,0.0,481.72026800670017,41989.950027917366,160.57342266890006,1124.0139586823004,12043.006700167505,18787.09045226131,72338.32691233947
2588,2018,面巢,焊飞矫,亲积力贸规伏,1645757,267024,16.22,3,149.0921273031826,820.0067001675042,3354.572864321608,6709.145728643216,78944.28140703517,820.0067001675042,39807.59798994975,0.0,447.27638190954775,38987.59128978224,149.0921273031826,1043.644891122278,11181.909547738695,17443.77889447236,67166.00335008375
2589,2018,面巢,酒魂矫,亲积力贸规伏,4189592,1044810,24.94,10,583.3668341708543,3208.5175879396984,13125.753768844223,26251.507537688445,308892.73869346734,3208.5175879396984,155758.9447236181,0.0,1750.1005025125628,152550.4271356784,583.3668341708543,4083.56783919598,43752.512562814074,68253.91959798995,262806.7587939698
2590,2018,面巢,辑魂矫,亲积力贸规伏,2479925,499592,20.15,4,278.9458403126745,1534.2021217197098,6276.281407035176,12552.562814070352,147701.82244556112,1534.2021217197098,74478.53936348409,0.0,836.8375209380234,72944.33724176438,278.9458403126745,1952.6208821887215,20920.938023450588,32636.66331658292,125665.10106085984
2591,2018,面巢,稠魂矫,亲积力贸规伏,2389342,379239,15.87,13,211.7470686767169,1164.6088777219431,4764.309045226131,9528.618090452263,112120.0728643216,1164.6088777219431,56536.46733668342,0.0,635.2412060301508,55371.85845896148,211.7470686767169,1482.2294807370185,15881.03015075377,24774.407035175882,95392.05443886097
2592,2018,面巢,拌锋矫,亲积力贸规伏,422054,86439,20.48,0,48.26298157453937,265.4463986599665,1085.9170854271358,2171.8341708542716,25555.248743718592,265.4463986599665,12886.21608040201,0.0,144.7889447236181,12620.769681742044,48.26298157453937,337.84087102177557,3619.7236180904524,5646.768844221106,21742.473199329983
2593,2018,面巢,寸柳矫,亲积力贸规伏,2286511,546646,23.91,2,305.2183137911781,1678.7007258514795,6867.412060301508,13734.824120603016,161613.0971524288,1678.7007258514795,81493.28978224455,0.0,915.6549413735344,79814.58905639307,305.2183137911781,2136.528196538247,22891.37353433836,35710.54271356784,137500.85036292573
2594,2018,面巢,陛魂焙,亲积力贸规伏,996220,114932,11.54,2,64.17197096594082,352.9458403126745,1443.8693467336684,2887.738693467337,33979.05862646566,352.9458403126745,17133.916247906196,0.0,192.51591289782246,16780.970407593522,64.17197096594082,449.2037967615857,4812.897822445561,7508.120603015076,28909.472920156335
