index,瘤钎楷档,矫档,矫焙备,瘤钎疙,盒葛,盒磊,亲积力 贸规伏,CRE荐,惑鞭辆钦捍盔,辆钦捍盔,捍盔,夸剧捍盔,狼盔,摹苞捍盔,摹苞狼盔,炼魂盔,茄规捍盔,茄狼盔,焊扒狼丰盔,焊扒家,焊扒瘤家,焊扒柳丰家,距惫
2196,2017,何魂,荐康备,亲积力贸规伏,2866405,484240,16.89,52,297.6732749346857,1860.4579683417858,10046.473029045643,14809.245428000615,167217.9621945597,1637.2030121407715,91906.62363608422,148.83663746734285,744.1831873367144,82306.6605194406,0.0,1190.6930997387428,818.6015060703858,372.0915936683572,110883.29491317044
2197,2017,何魂,荤惑备,亲积力贸规伏,3316887,689019,20.77,21,423.55555555555554,2647.222222222222,14295.0,21071.88888888889,237932.33333333334,2329.5555555555557,130772.77777777778,211.77777777777777,1058.888888888889,117113.11111111111,0.0,1694.2222222222222,1164.7777777777778,529.4444444444445,157774.44444444444
2198,2017,何魂,扁厘焙,亲积力贸规伏,2107263,518777,24.62,16,318.90394959274624,1993.1496849546643,10763.008298755187,15865.471492239127,179144.2936837252,1753.9717227601045,98461.59443676041,159.45197479637312,797.2598739818657,88176.94206239434,0.0,1275.615798370985,876.9858613800523,398.62993699093283,118791.72122329798
2199,2017,措备,措备,亲积力贸规伏,40974225,7644773,18.66,229,6289.406005758948,12578.812011517895,177675.71966269024,102202.84759358289,2663563.4434389137,28302.32702591526,1349077.5882352942,1572.351501439737,3144.703002879474,1352222.2912381736,0.0,12578.812011517895,14151.16351295763,12578.812011517895,1908834.7227478405
2200,2017,措备,吝备,亲积力贸规伏,4454465,509898,11.45,72,419.4965034965035,838.993006993007,11850.776223776224,6816.818181818182,177656.76923076922,1887.7342657342656,89982.0,104.87412587412588,209.74825174825176,90191.74825174826,0.0,838.993006993007,943.8671328671328,838.993006993007,127317.18881118881
2201,2017,措备,悼备,亲积力贸规伏,5583429,1012872,18.14,9,833.2965857671741,1666.5931715343481,23540.628547922664,13541.069518716577,352901.10407239816,3749.834635952283,178742.11764705883,208.32414644179352,416.64829288358703,179158.76593994242,0.0,1666.5931715343481,1874.9173179761415,1666.5931715343481,252905.51378033732
2202,2017,措备,辑备,亲积力贸规伏,2832257,496476,17.53,18,408.45413410119295,816.9082682023859,11538.8292883587,6637.379679144385,172980.3257918552,1838.0436034553682,87613.41176470589,102.11353352529824,204.22706705059647,87817.63883175649,0.0,816.9082682023859,919.0218017276841,816.9082682023859,123965.82969971206
2203,2017,措备,巢备,亲积力贸规伏,3826306,504678,13.19,103,415.2019744960922,830.4039489921844,11729.455779514603,6747.032085561497,175838.03619909502,1868.4088852324146,89060.82352941178,103.80049362402305,207.6009872480461,89268.42451665981,0.0,830.4039489921844,934.2044426162073,830.4039489921844,126013.79925956397
2204,2017,措备,合备,亲积力贸规伏,6433059,1252656,19.47,10,1030.5684903331962,2061.1369806663924,29113.559851912793,16746.73796791444,436445.75565610855,4637.558206499382,221056.9411764706,257.64212258329906,515.2842451665981,221572.22542163718,0.0,2061.1369806663924,2318.779103249691,2061.1369806663924,312777.5368161251
2205,2017,措备,荐己备,亲积力贸规伏,6365198,1273668,20.01,0,1047.8552036199096,2095.7104072398192,29601.909502262442,17027.647058823528,443766.6787330317,4715.348416289593,224764.9411764706,261.9638009049774,523.9276018099548,225288.86877828054,0.0,2095.7104072398192,2357.6742081447965,2095.7104072398192,318024.05429864256
2206,2017,措备,崔辑备,亲积力贸规伏,8757642,1865401,21.3,16,1534.6779103249692,3069.3558206499383,43354.650966680376,24938.51604278075,649936.0950226244,6906.050596462361,329188.4117647059,383.6694775812423,767.3389551624846,329955.75071986835,0.0,3069.3558206499383,3453.0252982311804,3069.3558206499383,465774.74578362814
2207,2017,措备,崔己焙,亲积力贸规伏,2721869,729124,26.79,1,599.8552036199095,1199.710407239819,16945.909502262442,9747.64705882353,254038.67873303167,2699.3484162895925,128668.9411764706,149.96380090497738,299.92760180995475,128968.86877828055,0.0,1199.710407239819,1349.6742081447962,1199.710407239819,182056.05429864256
2208,2017,牢玫,牢玫,亲积力贸规伏,40245916,8425014,20.93,614,5954.073498233215,31755.058657243815,117096.77879858657,140913.07279151943,2929404.161130742,9923.455830388692,1704849.7116607775,5954.073498233215,35724.44098939929,1250355.4346289753,0.0,19846.911660777383,53586.66148409894,53586.66148409894,2066063.5038869258
2209,2017,牢玫,吝备,亲积力贸规伏,2140538,355269,16.6,50,251.07349823321553,1339.0586572438162,4937.7787985865725,5942.072791519434,123528.16113074205,418.45583038869256,71890.71166077738,251.07349823321553,1506.4409893992931,52725.434628975265,0.0,836.9116607773851,2259.66148409894,2259.66148409894,87122.50388692578
2210,2017,牢玫,悼备,亲积力贸规伏,1346260,199338,14.81,115,140.87491166077737,751.3328621908128,2770.539929328622,3334.039575971731,69310.45653710247,234.79151943462895,40337.18303886926,140.87491166077737,845.2494699646643,29583.73144876325,0.0,469.5830388692579,1267.8742049469965,1267.8742049469965,48883.59434628975
2212,2017,牢玫,楷荐备,亲积力贸规伏,3695876,903609,24.45,18,638.5929328621908,3405.8289752650176,12558.994346289754,15113.366077738514,314187.7229681979,1064.321554770318,182850.44310954065,638.5929328621908,3831.5575971731446,134104.51590106008,0.0,2128.643109540636,5747.336395759718,5747.336395759718,221591.7477031802
2213,2017,牢玫,巢悼备,亲积力贸规伏,8260366,1658012,20.07,242,1171.7399293286219,6249.279623085983,23044.218610129563,27731.17832744405,576496.045229682,1952.8998822143697,335508.1997644287,1171.7399293286219,7030.439575971731,246065.3851590106,0.0,3905.7997644287393,10545.659363957597,10545.659363957597,406593.7554770318
2214,2017,牢玫,何乞备,亲积力贸规伏,7647815,1620237,21.19,68,1145.043816254417,6106.90035335689,22519.195053003536,27099.3703180212,563361.5575971731,1908.4063604240282,327864.21272084804,1145.043816254417,6870.262897526502,240459.20141342757,0.0,3816.8127208480564,10305.394346289753,10305.394346289753,397330.20424028265
2215,2017,牢玫,拌剧备,亲积力贸规伏,4141757,875599,21.14,60,618.7978798586572,3300.255359246172,12169.69163722026,14644.883156654887,304448.5568904594,1031.3297997644286,177182.45959952887,618.7978798586572,3712.787279151943,129947.55477031802,0.0,2062.659599528857,5569.180918727915,5569.180918727915,214722.86431095406
2216,2017,牢玫,辑备,亲积力贸规伏,6507208,1532865,23.56,37,1083.296819787986,5777.5830388692575,21304.837455830388,25638.02473498233,532982.0353356891,1805.494699646643,310183.98939929326,1083.296819787986,6499.7809187279145,227492.33215547702,0.0,3610.989399293286,9749.671378091873,9749.671378091873,375903.99646643107
2217,2017,牢玫,碍拳焙,亲积力贸规伏,707825,86006,12.15,1,60.78162544169611,324.1686690223793,1195.3719670200235,1438.498468786808,29904.55971731449,101.30270906949352,17403.805418138985,60.78162544169611,364.6897526501767,12764.141342756184,0.0,202.60541813898703,547.034628975265,547.034628975265,21091.22402826855
2218,2017,牢玫,克柳焙,亲积力贸规伏,115450,9579,8.3,0,6.769611307420495,36.104593639575974,133.1356890459364,160.21413427561836,3330.6487632508833,11.28268551236749,1938.365371024735,6.769611307420495,40.61766784452296,1421.618374558304,0.0,22.56537102473498,60.926501766784455,60.926501766784455,2349.0551236749116
2219,2017,堡林,堡林,亲积力贸规伏,23385565,5198708,22.23,80,3776.7584453323648,37767.584453323645,137851.6832546313,109525.99491463858,1729755.367962223,22660.550671994188,1114143.7413730477,0.0,185061.16382128585,596727.8343625136,0.0,9441.896113330911,1888.3792226661824,18883.792226661822,1231223.2531783509
2220,2017,堡林,悼备,亲积力贸规伏,3214574,513112,15.96,8,372.76571013439883,3727.6571013439884,13605.948419905557,10810.205593897566,170726.69524155467,2236.5942608063933,109965.88448964767,0.0,18265.51979658554,58896.98220123501,0.0,931.9142753359971,186.38285506719942,1863.8285506719942,121521.62150381402
2221,2017,堡林,辑备,亲积力贸规伏,4502297,1033802,22.96,4,751.0366872502725,7510.366872502725,27412.839084634943,21780.0639302579,343974.80276062473,4506.220123501635,221555.82273883038,0.0,36800.79767526335,118663.79658554304,0.0,1877.5917181256812,375.51834362513625,3755.1834362513623,244837.9600435888
2222,2017,堡林,巢备,亲积力贸规伏,3430150,746554,21.76,53,542.3567017798765,5423.567017798765,19796.01961496549,15728.344351616419,248399.36941518344,3254.1402106792593,159995.22702506356,0.0,26575.47838721395,85692.35888122048,0.0,1355.8917544496912,271.17835088993826,2711.7835088993825,176808.28478023974
2223,2017,堡林,合备,亲积力贸规伏,6271951,1360018,21.68,11,988.0261532873229,9880.26153287323,36062.954594987285,28652.758445332365,452515.9782055939,5928.156919723938,291467.71521976026,0.0,48413.28151107882,156108.13221939703,0.0,2470.0653832183075,494.01307664366146,4940.130766436615,322096.52597166726
2224,2017,堡林,堡魂备,亲积力贸规伏,5966593,1545222,25.9,4,1122.5731928804942,11225.73192880494,40973.92154013803,32554.62259353433,514138.5223392662,6735.4391572829645,331159.09189974575,0.0,55006.086451144205,177366.56447511804,0.0,2806.432982201235,561.2865964402471,5612.86596440247,365958.860879041
2225,2017,措傈,措傈,亲积力贸规伏,25734488,4886805,18.99,75,1670.1315789473686,15031.184210526317,66805.26315789473,85176.7105263158,1758648.5526315789,10020.78947368421,863458.0263157894,1670.1315789473686,8350.657894736842,851767.1052631579,0.0,8350.657894736842,11690.921052631578,13361.052631578948,1190803.8157894737
2226,2017,措傈,悼备,亲积力贸规伏,3272316,579564,17.71,2,198.0738209159262,1782.6643882433357,7922.952836637047,10101.764866712236,208571.73342447027,1188.4429254955571,102404.16541353383,198.0738209159262,990.3691045796309,101017.64866712235,0.0,990.3691045796309,1386.5167464114832,1584.5905673274096,141226.63431305537
2227,2017,措傈,吝备,亲积力贸规伏,5639964,774738,13.74,43,264.77717019822285,2382.9945317840056,10591.086807928912,13503.635680109366,278810.3602187286,1588.663021189337,136889.7969924812,264.77717019822285,1323.885850991114,135036.35680109364,0.0,1323.885850991114,1853.4401913875597,2118.217361585783,188786.1223513329
2228,2017,措傈,辑备,亲积力贸规伏,9513783,1817474,19.1,24,621.1462747778538,5590.316473000684,24845.85099111415,31678.46001367054,654067.0273410799,3726.8776486671222,321132.62406015035,621.1462747778538,3105.7313738892685,316784.6001367054,0.0,3105.7313738892685,4348.0239234449755,4969.170198222831,442877.2939166097
2229,2017,措傈,蜡己备,亲积力贸规伏,4276239,993425,23.23,2,339.5164046479836,3055.6476418318525,13580.656185919344,17315.336637047163,357510.7740943267,2037.0984278879016,175529.9812030075,339.5164046479836,1697.582023239918,173153.36637047163,0.0,1697.582023239918,2376.614832535885,2716.131237183869,242075.19651401232
2230,2017,措傈,措傣备,亲积力贸规伏,3032186,721604,23.8,4,246.61790840738212,2219.561175666439,9864.716336295283,12577.513328776487,259688.65755297334,1479.7074504442926,127501.45864661653,246.61790840738212,1233.0895420369104,125775.13328776487,0.0,1233.0895420369104,1726.3253588516745,1972.943267259057,175838.56869446344
2231,2017,匡魂,匡魂,亲积力贸规伏,16808155,3816368,22.71,72,2142.8231330713083,14999.761931499157,89998.57158899494,96427.04098820887,1266408.471645143,6428.469399213925,799273.028635598,0.0,6428.469399213925,617133.0623245367,0.0,10714.115665356541,17142.585064570467,23571.054463784392,865700.5457608085
2232,2017,匡魂,吝备,亲积力贸规伏,3063877,669026,21.84,11,375.6462661426165,2629.5238629983155,15777.143177989892,16904.081976417743,222006.94329028635,1126.9387984278496,140116.05727119595,0.0,1126.9387984278496,108186.12464907355,0.0,1878.2313307130823,3005.170129140932,4132.108927568782,151761.09152161708
2233,2017,匡魂,巢备,亲积力贸规伏,6564936,1440171,21.94,6,808.630544637844,5660.413812464907,33962.48287478944,36388.374508702975,477900.65188096574,2425.8916339135317,301619.1931499158,0.0,2425.8916339135317,232885.59685569906,0.0,4043.152723189219,6469.044357102752,8894.935991016284,326686.74003368896
2234,2017,匡魂,悼备,亲积力贸规伏,3141610,645330,20.54,54,362.34138124649076,2536.389668725435,15218.33801235261,16305.362156092082,214143.756316676,1087.0241437394723,135153.33520494105,0.0,1087.0241437394723,104354.31779898933,0.0,1811.7069062324535,2898.731049971926,3985.755193711398,146385.91802358226
2235,2017,匡魂,合备,亲积力贸规伏,1982174,536382,27.06,1,301.16900617630546,2108.183043234138,12649.098259404827,13552.605277933744,177990.88265019652,903.5070185289163,112336.03930376194,0.0,903.5070185289163,86736.67377877596,0.0,1505.8450308815272,2409.3520494104437,3312.85906793936,121672.27849522741
2236,2017,匡魂,匡林焙,亲积力贸规伏,2055558,525459,25.56,0,295.0359348680517,2065.2515440763614,12391.50926445817,13276.617069062324,174366.23750701852,885.1078046041549,110048.40370578328,0.0,885.1078046041549,84970.34924199888,0.0,1475.1796743402583,2360.2874789444136,3245.3952835485684,119194.51768669287
2237,2017,技辆,技辆,亲积力贸规伏,2953713,756408,25.61,1,0.0,0.0,2083.7685950413224,14586.380165289256,260471.0743801653,0.0,131277.4214876033,0.0,0.0,112523.5041322314,0.0,2083.7685950413224,22921.454545454548,14586.380165289256,195874.2479338843
2238,2017,技辆,技辆矫,亲积力贸规伏,2953713,756408,25.61,1,0.0,0.0,2083.7685950413224,14586.380165289256,260471.0743801653,0.0,131277.4214876033,0.0,0.0,112523.5041322314,0.0,2083.7685950413224,22921.454545454548,14586.380165289256,195874.2479338843
2239,2017,版扁,版扁,亲积力贸规伏,166658158,35961357,21.58,827,9504.534570250556,104549.8802727561,515145.7737075801,583578.4226133841,12279858.664763717,64630.83507770377,7392626.988740881,15207.255312400888,85540.811132255,5501224.609261022,1900.906914050111,85540.811132255,235712.45734221375,304145.1062480178,8782189.942911513
2240,2017,版扁,荐盔矫 厘救备,亲积力贸规伏,3472171,862383,24.84,5,227.92657786235333,2507.192356485886,12353.62052013955,13994.691880748494,294481.13859816047,1549.9007294640026,177281.29226133839,364.6825245797653,2051.3392007611797,131923.9032667301,45.58531557247066,2051.3392007611797,5652.579130986362,7293.650491595306,210604.15794481448
2241,2017,版扁,荐盔矫 鼻急备,亲积力贸规伏,3715710,1008746,27.15,1,266.6101067766149,2932.7111745427633,14450.267787292527,16369.860556084153,344460.2579553864,1812.948726080981,207369.34105085104,426.5761708425838,2399.4909609895335,154313.9298023047,53.322021355322974,2399.4909609895335,6611.930648060048,8531.523416851676,246347.73866159213
2242,2017,版扁,荐盔矫 迫崔备,亲积力贸规伏,5157635,845349,16.39,22,223.4245163336505,2457.6696796701553,12109.608785283857,13718.26530288614,288664.47510307643,1519.2867110688233,173779.58880431333,357.47922613384077,2010.8206470028545,129318.11005391691,44.684903266730096,2010.8206470028545,5540.928005074532,7149.584522676816,206444.25309229305
