지표연도,시도,시군구,CRE수
2023,경북,포항시 남구,213
2023,경북,포항시 북구,49
2023,경남,경남,2580
2023,경남,거제시,30
2023,경남,거창군,29
2023,경남,고성군,3
2023,경남,김해시,127
2023,경남,남해군,12
2023,경남,밀양시,64
2023,경남,사천시,80
2023,경남,산청군,0
2023,경남,양산시,309
2023,경남,의령군,0
2023,경남,진주시,718
2023,경남,창녕군,1
2023,경남,통영시,50
2023,경남,하동군,0
2023,경남,함안군,4
2023,경남,함양군,51
2023,경남,합천군,0
2023,경남,창원시 마산합포구,147
2023,경남,창원시 마산회원구,295
2023,경남,창원시 성산구,303
2023,경남,창원시 의창구,345
2023,경남,창원시 진해구,12
2023,제주,제주,244
2023,제주,서귀포시,24
2023,제주,제주시,220
2023,세종,세종,39
2023,세종,세종시,39
