지표연도,시도,시군구,CRE수
2018,전북,진안군,0
2018,전남,전남,157
2018,전남,강진군,0
2018,전남,고흥군,2
2018,전남,곡성군,3
2018,전남,광양시,2
2018,전남,구례군,0
2018,전남,나주시,1
2018,전남,담양군,1
2018,전남,목포시,99
2018,전남,무안군,1
2018,전남,보성군,1
2018,전남,순천시,22
2018,전남,신안군,0
2018,전남,여수시,8
2018,전남,영광군,2
2018,전남,영암군,1
2018,전남,완도군,0
2018,전남,장성군,0
2018,전남,장흥군,0
2018,전남,진도군,0
2018,전남,함평군,0
2018,전남,해남군,2
2018,전남,화순군,12
2018,경북,경북,265
2018,경북,경산시,16
2018,경북,경주시,38
2018,경북,고령군,1
2018,경북,구미시,58
2018,경북,김천시,4
2018,경북,문경시,19
2018,경북,봉화군,0
2018,경북,상주시,3
2018,경북,성주군,0
2018,경북,안동시,12
2018,경북,영덕군,1
2018,경북,영양군,0
2018,경북,영주시,1
2018,경북,영천시,2
2018,경북,예천군,0
2018,경북,울릉군,0
2018,경북,울진군,0
2018,경북,의성군,1
2018,경북,청도군,9
2018,경북,청송군,0
2018,경북,칠곡군,4
2018,경북,포항시 남구,91
2018,경북,포항시 북구,5
2018,경남,경남,1106
2018,경남,거제시,11
2018,경남,거창군,13
2018,경남,고성군,1
2018,경남,김해시,22
2018,경남,남해군,3
2018,경남,밀양시,22
2018,경남,사천시,90
2018,경남,산청군,0
2018,경남,양산시,275
2018,경남,의령군,1
2018,경남,진주시,257
2018,경남,창녕군,0
2018,경남,통영시,99
2018,경남,하동군,0
2018,경남,함안군,2
2018,경남,함양군,3
2018,경남,합천군,1
2018,경남,창원시 마산합포구,86
2018,경남,창원시 마산회원구,60
2018,경남,창원시 성산구,80
2018,경남,창원시 의창구,77
2018,경남,창원시 진해구,3
2018,제주,제주,97
2018,제주,서귀포시,23
2018,제주,제주시,74
2018,세종,세종,0
2018,세종,세종시,0
