지표연도,시도,시군구,CRE수
2021,충북,청주시 흥덕구,29
2021,충북,청주시 서원구,34
2021,충북,청주시 청원구,14
2021,충남,충남,506
2021,충남,계룡시,0
2021,충남,공주시,4
2021,충남,금산군,7
2021,충남,논산시,66
2021,충남,당진시,7
2021,충남,보령시,8
2021,충남,부여군,3
2021,충남,서산시,9
2021,충남,서천군,1
2021,충남,아산시,79
2021,충남,예산군,8
2021,충남,청양군,0
2021,충남,태안군,0
2021,충남,홍성군,18
2021,충남,천안시 동남구,202
2021,충남,천안시 서북구,94
2021,전북,전북,1067
2021,전북,고창군,8
2021,전북,군산시,77
2021,전북,김제시,36
2021,전북,남원시,1
2021,전북,무주군,0
2021,전북,부안군,55
2021,전북,순창군,0
2021,전북,완주군,1
2021,전북,익산시,256
2021,전북,임실군,0
2021,전북,장수군,0
2021,전북,전주시 덕진구,249
2021,전북,전주시 완산구,358
2021,전북,정읍시,26
2021,전북,진안군,0
2021,전남,전남,406
2021,전남,강진군,0
2021,전남,고흥군,4
2021,전남,곡성군,1
2021,전남,광양시,4
2021,전남,구례군,0
2021,전남,나주시,6
2021,전남,담양군,0
2021,전남,목포시,203
2021,전남,무안군,5
2021,전남,보성군,0
2021,전남,순천시,67
2021,전남,신안군,0
2021,전남,여수시,27
2021,전남,영광군,29
2021,전남,영암군,0
2021,전남,완도군,1
2021,전남,장성군,0
2021,전남,장흥군,0
2021,전남,진도군,0
2021,전남,함평군,0
2021,전남,해남군,43
2021,전남,화순군,16
2021,경북,경북,762
2021,경북,경산시,72
2021,경북,경주시,47
2021,경북,고령군,3
2021,경북,구미시,99
2021,경북,김천시,23
2021,경북,문경시,35
2021,경북,봉화군,5
2021,경북,상주시,11
2021,경북,성주군,1
2021,경북,안동시,177
2021,경북,영덕군,1
2021,경북,영양군,0
2021,경북,영주시,12
2021,경북,영천시,10
2021,경북,예천군,1
2021,경북,울릉군,0
2021,경북,울진군,0
2021,경북,의성군,0
2021,경북,청도군,11
2021,경북,청송군,0
2021,경북,칠곡군,0
2021,경북,포항시 남구,211
2021,경북,포항시 북구,43
2021,경남,경남,1579
2021,경남,거제시,17
2021,경남,거창군,46
2021,경남,고성군,8
2021,경남,김해시,28
2021,경남,남해군,9
2021,경남,밀양시,24
2021,경남,사천시,79
2021,경남,산청군,1
2021,경남,양산시,229
2021,경남,의령군,0
2021,경남,진주시,610
2021,경남,창녕군,4
2021,경남,통영시,43
2021,경남,하동군,1
2021,경남,함안군,0
2021,경남,함양군,23
2021,경남,합천군,3
2021,경남,창원시 마산합포구,132
2021,경남,창원시 마산회원구,81
2021,경남,창원시 성산구,132
2021,경남,창원시 의창구,65
2021,경남,창원시 진해구,44
2021,제주,제주,232
2021,제주,서귀포시,17
2021,제주,제주시,215
2021,세종,세종,31
2021,세종,세종시,31
